Rating,Review
0,"While the movie is completely ridiculous, at least it's fun to think of all the high school students who are going to mistake this movie for an accurate historical record and get F's on their next pop quiz."
0,"Emmerich knows how to fill the screen with spectacle, but not how to field-marshal it."
1,"Digital imagery imagines a striking prehistoric world for these back-to-basics heroes, villains and raging beasts."
0,"An epic adventure of such towering testosterone counts and ceaseless tedium, you can almost feel the hair growing on your chest as the bags collect beneath your eyes."
0,"Rather than taking the trouble to imagine what early civilization might have been like -- its culture, its language, its warfare, its family life -- the movie simply transposes a banal Hollywood epic into Paleolithic times."
0,"A mix of vast CGI spectacle and small, silly moments, the prehistoric saga 10,000 BC is an epic in name only."
0,"Conventional where it should be bold and mild where it should be wild, 10,000 BC reps a missed opportunity to present an imaginative vision of a prehistoric moment."
1,"Sometimes you have a hankering for a slab of 10,000-year-old cheese. Here it is, on a cracker."
0,"One part Joseph Campbell hero quest, one part multi-culti morality tale, one part live-action Flintstones cartoon, 10,000 B.C. is finally every part just plain nuts."
0,"This much-delayed film cries out for consideration for Worst CGI, Most Annoying Narrator, Lamest Dialogue and Dumbest Action Hero."
0,Even a cameo by Pauly Shore in Encino Man would liven up this bombastic bore.
0,"10,000 BC would be much better if it allowed itself the freedom to be kitsch."
0,"The best acting comes from woolly mammoths, man-eating ostriches and a saber-toothed tiger -- and those babies are digital. It's the human actors who look fake."
0,"10,000 B.C. isn't only brain-dead, it's completely dead. It's inert and without a heartbeat."
0,Where's Raquel Welch in that fur bikini?
0,Yabba-dabba-don't.
0,"While the special effects are top notch... the humans are dull, the dialogue is ridiculous, and anyone expecting a repeat of the action in 300 is going to be sorely disappointed with this bloodless PG-13 adventure."
0,"The less said about historical accuracy, the better."
1,"Outrageous and outlandish, Emmerich's 10,000 BC is easy to mock, but it is so cheerfully shameless and terminally silly that you have to admire its effrontery and accept its creator... as a certified crackpot visionary."
0,"The mammoths are cool. The squealing killer ostriches, perhaps inspired by ancient phorusrhacid fossils, are idiotic but... okay, they're idiotic."
0,"If you thought 300 was silly, think of 10,000 BC as 33.333 times sillier."
0,Barney Rubble had a lot more charisma than anyone involved in this movie.
0,"You may be expecting a showcase of cutting-edge visuals -- isn't the appeal of the title the implicit promise of seeing a lost world re-created to presumably dazzling effect? But for the most part, it's just barren landscapes and people in animal skins."
0,It made me yearn to see Caveman again. At least that was intentionally funny.
0,Overblown and stupefyingly dull.
0,"[I] saith to you that I had a strangely good time, and whether that is from laughing at 10,000 B.C. or laughing with it I knoweth not, although I strongly suspect the former."
0,The film proves to be uncharacteristically restrained.
0,Would that Emmerich took as much care with his human characters as with inanimate objects and CGI animals.
0,"Neither grand enough to be impressive nor antic enough to be charming, the movie settles for bland and frantic, climaxing in a showdown among decadent pyramid builders."
1,"Roland Emmerich's prehistoric odyssey 10,000 BC is his silliest, most preposterous blockbuster to date. But it's lots of fun, too."
0,Roland Emmerich's great big CGI blockbuster lumbers along like one of the woolly mammoths that roam across the screen.
0,"Don't expect Roland Emmerich's 10,000BC to make much sense, historically, geographically or logically."
1,Take the kids along; unless you want them to grow up to be palaeontologists.
0,"Like the lumbering mammoths, it is plodding and dull."
0,It's a horrible movie.
0,
1,If you can imagine Anatole France writing a detective story you will have some notion of the artistry that Hitchcock brings to this screen version of John Buchan's novel.
1,Great fun.
1,"As an artist, Alfred Hitchcock surpassed this early achievement many times in his career, but for sheer entertainment value it still stands in the forefront of his work."
1,"It's melodrama and at times far-fetched and improbable, but the story twists and spins artfully from one high-powered sequence to another while the entertainment holds like steel cable from start to finish."
1,"In Hitchcock's hands, however, this well-known espionage adventure provided the basis for a new sort of thriller and a new sort of comedy."
1,The Thirty-Nine Steps neatly converts its essential implausihility into an asset by stressing the difficulties which confront its hero when he tries to tell outsiders about the predicament he is in.
1,"The scene in which Mr Memory is asked at the London Palladium ""What are the 39 Steps?"" remains one of 20th-century cinema's most gripping moments."
1,The 39 Steps is a masterclass in propulsive narrative cinema that even today's so-called blockbuster auteurs should study.
1,"Despite an abundance of talk, this 1957 film is often considered [Daves'] best."
1,"It's of necessity a talkative film, with Ford working on Heflin's nerves in a stream of Machiavellian banter, but one held in perfect balance by Daves, who keeps the tension strung taut."
1,This is a first-rate action picture -- a respectable second section to High Noon.
0,"That the climax fizzles must be laid on doorstep of Halsted Welles, who adapts Elmore Leonard's story quite well until that point."
1,"A portrait of storytelling made for and by the Silent Generation, an audience all too familiar with the world's spooky, white-knuckled moral twilight."
1,The compositions evoke a kind of open-air claustrophobia ...
1,Abraham Lincoln is a startlingly superlative accomplishment.
1,"Working with the sort of mythic material later associated with John Ford, Griffith gives us a primordial Lincoln, perfectly incarnated by Walter Huston, and a dreamlike sense of destiny that his camera fully articulates."
1,It is quite a worthy pictorial offering with a genuinely fine and inspiring performance by Walter Huston in the role of the martyred President.
1,"D. W. Griffith's first sound film, from 1930, is as ungainly and majestic as its subject."
1,
1,"It's flawed, but you should see Dark Water, a decent little chiller that brings a whole new meaning to rising damp."
1,Its cleverness relies on transferring our concern from the supernatural events emanating from one lost child to the natural fear of a mother losing her own child to the other world.
1,The Accused demonstrates that rape victims often are suspects in their own cases.
0,"Despite the strong emotional connection many Miamians will feel toward the movie, The Lost City falls far short of the sweep, complexity and passion it strives for."
0,"Somewhere inside this overlong, sometimes engaging, often tedious affair, there may be a solid, 100-minute movie."
0,"Staged with credibility and loads of Cubano flair, the film slows to a sludgy crawl, giving us lots of time to consider it as a pro-old-guard, anti- revolutionary elegy."
0,"... it's too long, politically confusing and painfully self-indulgent, loaded with too many tertiary characters and darting from one subplot to the next like a butterfly with hiccups."
1,"A lot goes wrong in this overlong movie, but it has a human touch."
0,... a lost movie that seems like it takes 16 years to end.
0,"How the movie's politics will sit with the audience aside, one of the problems in this overlong melodrama is the distracting casting of Bill Murray as a wisecracking sidekick and Dustin Hoffman as mobster Meyer Lansky."
0,"The Lost City manages to make Havana, Sydney Pollack's disastrous 1990 attempt at a Casablanca homage set against the Cuban revolution with Robert Redford, look good by comparison."
0,... a haphazard jumble.
0,... a romantic epic manque that swoons across the screen for nearly two and a half hours without saying much ...
1,"Garcia, who fled the country with his family as a young boy, obviously has a fierce passion for this material, and he knows to his very soul."
0,"As a director, Garcia is such a sucker for gratuitous crosscutting and glossily elliptical filmmaking that viewers can be forgiven for mistaking Lost City for a 143-minute montage sequence."
1,"Throbbing with music, seething with anger and romance, The Lost City is a film that breaks your heart, bewilders, alienates and ravishes you by turns."
0,"The Lost City has a subject, a setting and a historical backdrop, but in the foreground it has a relatively passive protagonist, Fico, whose passions are understated and whose fortunes inspire only minor concern."
1,"Feels like the distillation of countless conversations and family legends, rehearsed from time immemorial by Cubans who fled their homeland and sought to re-create it in their memories."
0,It's the sort of epic that aspires to tell Cuba's modern political history and celebrate its people without introducing us to a single believable character.
1,"A tribute to pre-revolutionary Havana, an elegy on what was lost, a little payback for a regime that drove his family out and, best of all, a synthesis of the driving Afro-Cuban rhythms of the extraordinary music."
1,"As a musical fever dream of paradise lost, The Lost City is a flawed success, boasting just enough truth and admirable purpose to justify the hazards of Garcia's passion."
0,"The film suggests a dutiful if clunky pastiche of The Godfather and a right-wing Reds, with Fellove and his brothers and parents representing a spectrum of possible responses to the Cuban revolution."
0,"Though the filmmaker's feel for his Cuban heritage is bone-deep, it's a glazed and dolorous movie -- a depressed epic."
1,"Lovely to look at, and its mixture of Cuban standards and Garcia originals is delightful to listen to."
0,"Somewhere amid the bric-a-brac -- hot rhythms, ocean breezes and political upheaval and melodrama -- a movie languishes. Garcia never really finds it."
0,"A pretty bauble, a trinket offered when the stakes of barter were life and death."
0,"It's barely coherent as it is, but at 2 hours and 23 minutes, The Lost City is simply infuriating."
0,"Too scattered, too confused, too patched-together to work dramatically."
0,The movie has too many stories to tell and tells none of them very well.
0,"Turgid, lumpy and almost unwatchably dull."
0,"Unfortunately, Garcia is inept as a director. His scenes are shapeless and bloated with self-important speeches."
1,Unsteady but often entrancing.
0,"Somehow simultaneously too much and not enough. At 143 minutes, it well overstays its welcome as a movie, but with a little more fleshing out it might have worked as a miniseries."
0,"It's handsome and heartfelt but mired in murky politics, plot inertia, musical montages and painfully pointed symbolism."
0,Garcia needed better guiding hands and eyes in the editing room to jettison the many parts that bog down the story.
1,"When it succeeds, the film conveys a bittersweet longing for a lost moment and the unfulfilled promise of a democratic Cuba."
0,"'The Lost City' is intriguing as a historical document and adequate as cinema, but it has a blandness at its core that no amount of spicy mambo and booty-quaking dance routines can disguise."
0,"Andy Garcia's preposterous vanity project The Lost City is an all-singing, all-dancing version of the Cuban Revolution."
0,"The script is scrupulously even-handed, but Garcia can't seem to get a grip on this sprawl."
0,"Great music and costumes, but with a woeful plot and jaw-droppingly stilted dialogue. Cuban-born Garcia's main complaint against Fidel seems to be that rich, corrupt Cubans could no longer dance the night away."
1,The Breaking Point is crackling good drama.
1,Of Adam's Rib we might say...that it isn't solid food but it certainly is meaty and juicy and comically nourishing.
1,The performances (not least from Wayne and Hagen) are matchless.
1,"The film is a classic, and deservedly so: the conjunction of Tracy's sly listlessness and Hepburn's stridency defines 'chemistry' in the movies."
1,"Adam's Rib is a bright comedy success, belting over a succession of sophisticated laughs."
1,Katharine Hepburn conveys an extraordinary abundance of spirit.
1,Adam's Rib is one of the smartest comedies in years. It is a welcome return to the sophisticated spoofing that Hollywood seemed to have forgotten.
0,"Even though director-adaptor Mary McGuckian expended much creative energy trying to pump original spirit into the characters, she never brings any of them to life."
0,"Unlike the bridge, the movie unravels at a very slow pace."
0,"The stellar cast can do little to paper over the cracks in an awkward, unevenly-paced script that is composed of a series of sometimes-attractive scenes with little emotional undertow."
0,"Visually sumptuous but dramatically muddled and confusing, The Bridge of San Luis Rey ultimately comes across as a soporific costume drama featuring a gallery of miscast stars."
0,The Bridge of San Luis Rey raises an important philosophical question: Is it better to fall to one's death from a rickety rope bridge overlooking a deep gorge or watch this miserable movie about several people sharing that awful fate?
0,An endless powdered-wigs-and-feathered-pen slog.
0,So dully written and executed that you'll be wishing the production had collapsed instead of the swaying bridge of San Luis Rey.
0,"How bad could a movie be that features talent as serious as Robert De Niro, Kathy Bates, Gabriel Byrne, Harvey Keitel, F. Murray Abraham and Geraldine Chaplin? That bad, alas."
0,An honorable but dull attempt to translate a neglected literary source to the screen.
0,"Audiences may wonder why a picture with Robert De Niro, Kathy Bates and Harvey Keitel would be so bereft of hype. After you've endured the film, all 120 airless minutes, you'll understand the rationale behind the quiet release."
0,"As a director, McGuckian is overwhelmed by the immensity of her cast, and her misguided attempt to make a Hollywood epic on a European production budget."
0,Best characterized as an honourable folly.
0,"Why do good actors pop up in bad movies? More perplexingly, why do so many good actors end up in the same bad movie?"
1,Losey rises magnificently to the occasion in his use of the Mojave Desert ghost town location.
1,"A bawdy, daring story."
1,The Prowler may be the creepiest of classic noirs.
1,"This hallucinatory film noir is still, for me, Joseph Losey's best film."
1,
1,"It's really a quick, deft analysis of a kind of world where corruption and easy answers are on the advance."
0,"The movie was made just four years ago by Argentinian director Fabian Bielinsky. It is called Nine Queens, and it is vastly superior to this blah U.S. remake from director Gregory Jacobs."
1,"The result isn't as compelling as Nine Queens, but it's a respectable caper movie in the tradition of The Sting and David Mamet's Heist."
1,"If you missed the original, Criminal is a reasonable facsimile."
1,"We know someone is pulling something, and someone is going to get away with something, and someone is going to be left holding the bag of cheese, but Jacobs keeps us on our toes."
1,John C. Reilly stars as a gimlet-eyed con man in this clever and diverting adaptation of the Argentine thriller Nine Queens.
1,"It's all done with sufficient style that, when we get there, the end no longer feels like the point."
1,Criminal does what every good con-game movie should: It keeps you guessing.
1,Criminal is the sort of movie David Mamet would love -- or make.
1,"It's hip, witty and fun, and will remind you why movies are made in the first place."
1,It's an auspicious debut for first-timer Gregory Jacobs.
1,Fans of con-man capers will have no regrets after watching Criminal.
0,"Although Criminal retains its source material's cleverness and intricate plotting, something seems to have been lost in the translation."
1,"The performances are winning -- Gyllenhaal is particularly sharp as an aggrieved sibling, and there's mutual zing in her scenes with Reilly."
0,An exercise where viewers are likely to ponder not 'How did the characters do it?' but 'Who cares?'
1,Reilly and Luna make a chemically appealing screen team.
1,"Jacobs -- who for many years was Soderbergh's assistant director -- keeps things moving at a sprightly pace, and cinematographer Chris Menges does a terrific job of capturing L.A. in all its mercurial glory."
1,"Maybe watching Reilly, Luna and Gyllenhaal is quite enough entertainment value for any movie."
0,The problems lie not with the actors but with a glib approach that exposes the flaws of the original story.
1,Those unfamiliar with Fabian Bielinsky's 2002 film will delight to this delicious deviousness.
0,"The constant shadow of doubt keeps the viewer from investing in the characters, because we suspect one or more of them isn't what they seem."
0,"In a way, the whole movie is a con job -- offering an inferior copy of something that wasn't too wonderful to begin with, while pretending that it has something new and stylish to sell."
1,"Doesn't exactly reinvigorate an overworked genre, but neither does it disgrace the format or the original movie."
1,A breathless and dazzling caper that knocks your socks off.
1,"It's such a pleasure being in the company of these actors as they work with character-rich material that if they burst into the audience and swindled us out of our wallets, we would gladly oblige."
0,"It's a listless, dutiful affair -- a cover version played out of obligation, not inspiration."
0,The disparity between Richard and Rodrigo is too great and the impossible coincidences of the ending are too far-fetched.
0,This is the kind of movie so full of coincidence and double crosses that you simply don't have the mental energy to go back and sort it all out at the end.
1,"Some snappy dialogue, fine performances and lots of shady atmosphere give Criminal a tasty B-movie flavor."
1,"What elevates Criminal into a delicious con in the league of Red Rock West, House of Games or Matchstick Men is John C. Reilly."
0,"Follows the original fairly closely, and because I already knew the plot secrets, it couldn't work on me in its intended way. As the recycled characters, dialog and events turned up, there seemed to be an echo in the room."
1,Reilly sheds a career playing dupes and schlubs and gives his first full-tilt electric performance.
1,"Jacobs has brought the barrio into noir, and that's no small achievement. If nothing else, it opens the door to a whole new galaxy of grift."
1,... unfolds like a David Mamet film ...
1,"With dashes of black humour and pointed glimpses of the American class system, Criminal is a taut con-versus-con game whose deft artistry isn't fully revealed until the last few minutes."
1,"A kind of who-done-what? puzzle. You'll probably enjoy it much more if you haven't seen the 2002 Argentine film, Nine Queens."
0,"Everything looks soft, squashy and sort of ugly."
1,"Taking us from God's-eye-views of the sparkling surface to the darkest depths, this ocean odyssey conveys a riveting sense of nature's infinite variety."
1,"Practically every shot in Deep Blue offers some sort of remarkable, jaw-dropping sight."
0,Those looking for a refresher course on the workings of the food chain should be in heaven. All others may yearn for a sushi break.
1,"Numerous films have explored undersea life, but few as comprehensively and as consistently compelling as Deep Blue."
0,Alternately mind-blowing and mind-numbing.
0,"Deep Blue is a beautiful movie, nicely scored and elegantly shot. But it's all about as thrilling as a good aquarium."
0,It's about half an hour too long and Pierce Brosnan's sonorous narration threatens to lull us to sleep on those rocking waves.
0,A beautiful but empty-headed documentary about the creatures that lurk in the sea.
1,"These iridescent oddities are pure science fiction, and they gave the grade-schooler in me a good 'Whoa!'"
1,This is as good a visual treat as you and your kids can expect.
0,"Even with consistently impressive camerawork, the movie still feels like the visual equivalent of elevator music -- with frolicking dolphins instead of Elton John ballads."
1,"A better action movie than most of what you'll see this summer, and there are certainly more visceral thrills."
1,This majestic film has all the hallmarks of Beeb quality workmanship.
1,"If nature films had genres, Deep Blue would be an action movie."
1,A sumptuous but occasionally soporific nature documentary.
0,"This is a nasty, nauseating, dispiriting movie and, to repeat, whatever you do, don't take the kids -- no matter what the G rating says."
1,"A magnificent look at the teeming, wildly varied life in and around the ocean."
1,Absorbing.
1,"Few storybooks have been more brilliantly brought to life, page for page, chapter for chapter, derring-do for derring-do."
1,"Movie pageantry at its best, done in the grand manner of silent spectacles, brimming over with the sort of primitive energy that drew people to the movies in the first place."
1,"Sumptuous and highly energetic, The Adventures of Robin Hood is grand with a capital 'G' on every level."
1,"In these cynical days when swashbucklers cannot be presented without an ironic subtext, this great 1938 film exists in an eternal summer of bravery and romance."
1,One of the few great adventure movies that you can pretend you are treating the kids to when you are really treating yourself.
1,Movies like this are beyond criticism.
1,"It is cinematic pageantry at its best, a highly imaginative telling of folklore in all the hues of Technicolor."
1,"If prankish Fairbanks was a man's Robin Hood, handsome, romantic Flynn performs for everybody else."
1,
1,The band's perfectly mediocre pop (written and laid down by real musicians) accompanies a story that's both dramatic and hilarious.
0,Whore isn't titillating enough to appeal to the raincoat crowd nor weighty enough to warrant serious appraisal.
0,"The subjects can be amusing, chilling, or tragic -- but in the end, they offer few surprises."
0,"Whore, directed by the Spanish filmmaker who uses the pseudonym Luna, is a tedious, not-at-all titillating exploitation film."
0,A shallow film.
0,This relationship lacks a critical ingredient: passion.
0,"Franco's curly locks may make the target audience swoon, but his presence never allows the rest of us to completely sink into Tristan & Isolde."
0,"Well, I just had this weird feeling that things weren't going to work out for them. But even though you can see it coming, this director Kevin Reynolds just makes the whole thing drag on and on and on and on."
1,"Tristan & Isolde is gorgeous to watch. The film's cinematography shines as a stunning example of setting, costumes, choreography and visual mood. And the story is entertaining, epic in scope but without an interminable length."
1,"There is something undeniably pleasant about an entertainment like Tristan & Isolde that delivers exactly what it promises, no less, no more."
1,"Though Reynolds' film tops two hours (which in a season of epics seems almost trim), he keeps the action brisk."
1,"Tristan has its slightly silly moments, but rather like those fondly remembered epics of Hollywood past, its energy and entertainment value carry the day."
0,"Mindless, predictable and mildly entertaining."
0,"At its core is a pair of lovers no contemporary audience could possibly care for, and at the periphery are characters that threaten to become interesting but never quite do."
1,"The knights and ladies don't look like escapees from a Prince Valiant comic strip, but like physical, vulnerable, survivors of the conflicts left behind by the Romans."
0,It's just a pretty valentine with no real heart.
1,A handsomely produced and sporadically rousing re-retelling of the ancient Celtic legend about star-crossed lovers.
0,"The movie plods around, appears to pick up speed, but then falters. Worse, we never feel true sympathy for the lovers who are forced to risk all to meet in secret when fate and politics keep them apart."
1,"While Tristan & Isolde, a competent but uninspired film version of the legendary medieval romance, will likely fade from theaters and memories quickly, Myles' lovely face and spirited performance should linger."
0,We don't find a tale of transcendent passion but rather of two vain nitwits in a case of routine attraction.
0,"The story itself -- Tristan falls in love with Isolde first, only to see her married off as part of a cold-hearted peace treaty -- is merely dreary, full of overwrought villainy and thuggish jousting."
0,"Trying to underplay things, the actors practically sleepwalk. When someone finally gets the chance to shout, 'Seize him!' he does so with as much gusto as the guy who says, 'WINS news time: 8:45.'"
0,It's that rare movie that had me wishing I was at the opera.
1,"Tristan & Isolde is deadly serious, straightforward and surprisingly entertaining tragedy that reinforces much of what we think we know about the Dark Ages in Britain."
